Date,Banks name,Yerevan,Lori,Tavush,Syuniq,Ararat,Kotayq,Armavir,Aragatsotn,Shirak,Gegharquniq,Vayots Dzor,NKR,NPL (%)_r,NPL(AMDths),LoanPortfolio(net),Provisions,LoanPortfolio(Gross),Coverageratio,TheimpairmenttotheNPL,CostofCreditRisk,TotalAssets,TotalLiabilities,TotalCapital,"StatutoryCapital
3/31/2021,Econom,33,3,1,2,1,5,2,1,2,2,1,1,0.84,1723611,200944054,-3426782,204370836,198.81,198.81,3.27,330025410,287329774,42695636,26107556,200944054,116822788,123259959,6437171,-217210,0,-2,6542721,3539319,3003402,682590,228491,454099,0,-633778,3133069,1640213,1747735,0,-254879,-37668,-217210,209862972,118647246,1515192,0.557834826,1.792645338,129667,43446937
3/31/2021,Evoca,11,1,0,0,0,1,0,0,1,0,0,0,4.27,4985685,112178578,-4536407,116714985,90.99,90.99,1.6,205599972,171398484,34201488,20000000,112178578,124243371,130576020,6332649,338464,1,4,3655280,2039444,1615836,353934,219117,134817,0,-94519,1928637,463849,1041964,0,422824,84360,338464,107476899,96779688,1343385,0.540259261,1.85096318,312801,21081728
3/31/2021,HSBC,8,0,0,0,0,0,0,0,0,0,0,0,12.18,18451667,144801185,-6649935,151451120,36.04,36.04,-0.39,241807212,196724879,45082333,18434350,144801184,175325862,175325862,0,1303194,2,12,3474661,712625,2762036,519518,164699,354819,0,107639,3677015,-147605,2234756,0,1589864,286670,1303194,118565715,119972382,3269115,0.607763634,1.645376498,914979,28838251
3/31/2021,IDbank,11,1,0,0,0,1,1,0,1,0,0,0,10.19,11393698,104072268,-7690592,111762860,67.5,67.5,0.68,181236596,136327293,44909303,33971850,104072268,87396848,101026678,13629830,467810,1,4,3653484,1463878,2189606,602070,237246,364824,0,-451944,2340555,185262,1616961,0,538332,70522,467810,113031585,65336234,2868777,0.69084512,1.447502445,150949,29729640
3/31/2021,Ineco,18,2,0,0,1,2,1,1,1,0,0,0,5.84,13161383,213826597,-11517973,225344570,87.51,87.51,2.44,379617457,319238547,60378910,14545680,213826597,223414782,234539802,11125020,2144730,2,14,8716839,3657344,5059495,834394,427238,407156,0,-685948,5237001,1379494,1232620,0,2624887,480157,2144730,237117546,140134592,2365319,0.235367532,4.248674367,177506,84202179
3/31/2021,Mellat,1,0,0,0,0,0,0,0,0,0,0,0,2.87,565246,19381844,-319780,19701624,56.57,56.57,1,77757579,36616846,41140733,32100000,19381843,5413862,5413862,0,496363,3,5,1055258,11766,1043492,64729,429,64300,0,-168802,915960,49448,239728,0,626784,130421,496363,44656302,32871057,230220,0.261723219,3.820830279,-127532,32986497
3/31/2021,Uni,31,4,1,4,2,3,2,2,2,2,1,2,20.06,31772089,147786516,-10612380,158398896,33.4,33.4,4.97,244132173,210033333,34098840,20489652,155048855,150869494,163324597,12455103,72720,0,1,5472682,2425471,3047211,828347,133689,694658,0,-945046,3076831,1975945,862259,0,238627,165907,72720,124374592,115978123,3779458,0.280242561,3.568337359,29620,16153517
3/31/2021,VTB,28,5,4,4,5,5,2,5,7,5,3,0,10.69,25138614,209752452,-25304529,235056981,100.66,100.66,5.44,355439117,305670766,49768351,63775674,209752452,274764946,274764946,0,82900,0,1,8859488,3265769,5593719,772587,404254,368333,0,-789032,5509723,3151068,2271750,0,86904,4004,82900,244448885.6,107045261,3944970.12,0.412316566,2.425320937,-83996,20121529
6/30/2021,ABB,30,3,2,3,3,3,1,3,4,4,0,5,4.47,27495858,602927420,-12158925,615086345,44.22,44.22,2.89,912752182,857376388,55375794,42090187,602927420,573913410,585216691,11303281,57796,0,0,29604797,20689116,8915681,3900308,231570,3668738,0,-892520,13055979,9192710,3541729,0,321540,263744,57796,586116492,321078619,5557071,0.271272572,3.686329188,4140298,132784627
6/30/2021,ACBA,18,5,4,4,4,5,4,5,6,5,2,0,6.33,22130357,335162779,-14201827,349364606,64.17,64.17,2.88,495330756,425562532,69768224,50000000,335162779,278289534,281963719,3674185,1861870,1,5,22546866,10494882,12051984,2771766,1145647,1626119,6163,-1519568,13096533,4941137,6075286,307453,2387563,525693,1861870,326750963.1,167064221,1515572,0.46388506,2.155706416,1044549,26371921
6/30/2021,Ameria,14,1,1,2,0,1,1,0,1,0,1,0,3.71,25953242,680921283,-19437135,700358418,74.89,74.89,1.16,1034055919,914733725,119322193,54385935,680921282,540192846,652487309,112294463,9481241,2,17,35920621,15653117,20267504,3299298,902867,2396431,0,-815888,25311841,4134122,9450728,0,11726991,2245750,9481241,382374712.5,642537406,9143800,0.373371827,2.678295275,5044337,56671543
6/30/2021,Ararat,24,4,4,3,2,5,2,1,6,2,0,1,4.72,6921791,141425679,-5347751,146773430,77.26,77.26,0.77,269922864,229795075,40127789,8803655,141425679,110670853,125110863,14440010,2083194,2,11,9389325,5003801,4385524,972989,577670,395319,0,252094,5680372,580986,2707017,0,2392369,309175,2083194,123964225,145216468,742171,0.476556289,2.098388004,1294848,39924554
6/30/2021,Armswiss,1,0,0,0,0,0,0,0,0,0,0,0,4.15,4703891,109180069,-4235621,113415690,90.05,90.05,-2.28,408190135,344140246,64049889,10000200,109180069,122613482,183202630,60589148,5050702,3,16,16120869,10724082,5396787,242789,87549,155240,0,-1034879,5748355,-1412215,959868,0,6200702,1150000,5050702,300330587,104729508,3130040,0.166981336,5.988693251,351568,255998664
6/30/2021,Artsakh,9,0,0,0,0,0,0,0,0,0,0,11,3.06,1141636,36095768,-1224879,37320647,107.29,107.29,-7.66,199125914,150958655,48167259,23261150,36095768,106457828,106457828,0,4662984,5,21,8424381,3963319,4461062,286919,162409,124510,2250,-965501,3727093,-3188836,1352945,0,5562984,900000,4662984,,,,0.363002748,2.754800082,-733969,130986939
6/30/2021,ASHB,19,6,4,5,5,6,3,3,4,4,2,0,7.02,42168516,583053195,-17431710,600484905,41.34,41.34,2.57,976049171,882943595,93105576,52227200,583053195,397868827,580709612,182840785,6346320,1,14,37661373,21647879,16013494,3424789,1005292,2419497,0,949493,21564986,7814504,6706740,0,7043741,697421,6346320,509651640.9,463657214,2740316,0.311001367,3.21541995,5551492,127956697
6/30/2021,Byblos,4,0,0,0,0,0,0,0,0,0,0,0,1.97,850819,42451976,-764514,43216490,89.86,89.86,0.05,97054124,67399959,29654165,26249100,42451976,57188745,57188745,0,435538,1,3,3138231,1712866,1425365,71300,58315,12985,0,-47115,1418132,10073,815107,0,592952,157414,435538,48394192,48642706,17226,0.574775127,1.739810846,-7233,23373612
6/30/2021,Converse,16,1,2,1,1,5,3,1,3,1,0,1,7.34,16956862,222914474,-7986663,230901137,47.1,47.1,1.67,359915877,310657162,49258715,19947633,222914474,238362291,254748166,16385875,1088587,1,4,13076612,5774930,7301682,1780271,850219,930052,0,484914,9037978,1968915,5544631,0,1524432,435845,1088587,165629020.6,194286856.4,0,0.613481356,1.630041386,1736296,47982239
6/30/2021,Econom,32,3,1,2,2,5,2,1,2,3,1,1,0.72,1459598,199790468,-3051464,202841932,209.06,209.06,0.23,324784526,281504864,43279662,26107555,199790468,110605521,116830264,6224743,2137873,1,10,13265469,7389434,5876035,1496678,501689,994989,0,-1319108,6265201,228913,3504768,0,2531520,393647,2137873,210911314,112343897,1529315,0.559402324,1.787622177,389166,41109169
6/30/2021,Evoca,11,1,0,0,0,1,0,0,1,0,0,0,2.51,3013587,117161555,-2905318,120066873,96.41,96.41,3.1,211520554,177704723,33815831,20000000,117161555,127891201,133869457,5978256,79365,0,0,7560080,4305580,3254500,793718,472295,321423,0,-347620,4023842,1823385,2095226,0,105231,25866,79365,107228519,102743984,1548051,0.520702851,1.920481131,769342,21137549
6/30/2021,HSBC,8,0,0,0,0,0,0,0,0,0,0,0,10.49,16853461,154396125,-6233396,160629521,36.99,36.99,0.11,234818542,189004890,45813652,18434350,154396125,171712725,171712725,0,2093961,2,9,7262635,1457301,5805334,1001484,258751,742733,0,117705,7207600,83205,4592544,0,2531851,437890,2093961,119198968,111038959,4580615,0.637180754,1.569413379,1402266,31914043
6/30/2021,IDbank,11,1,0,0,0,1,1,0,1,0,0,0,11.06,13285578,110897783,-9269730,120167513,69.77,69.77,0.53,179640653,134744076,44896577,33971850,110897783,91900332,104642260,12741928,704121,1,3,7594033,3050042,4543991,1334620,523997,810623,0,-1132228,4578250,299592,3370931,0,907727,203606,704121,116522343,58259915,4858395,0.73629247,1.358155951,34259,27912473
6/30/2021,Ineco,18,2,0,0,1,2,1,1,1,0,0,0,3.91,8513394,209735202,-8167347,217902549,95.94,95.94,3.94,368543631,315088651,53454980,14545680,209735202,219878849,227947864,8069015,3128886,2,11,17516098,7351500,10164598,1849558,922184,927374,0,77612,12237513,4405104,4002253,0,3830156,701270,3128886,226342706,138702990,3497935,0.327047906,3.057656024,2072915,78139203
6/30/2021,Mellat,1,0,0,0,0,0,0,0,0,0,0,0,4.3,841231,19242227,-322566,19564793,38.34,38.34,0.25,82657657,40848718,41808939,32100000,19242227,4901661,4901661,0,1164569,3,6,2173571,23693,2149878,128897,850,128047,0,-245770,1993725,24761,521625,0,1447339,282770,1164569,47470424.63,34942504.51,244727.86,0.261633375,3.822142339,-156153,34376120
6/30/2021,Uni,31,4,1,3,2,2,2,2,2,3,1,2,18.25,28194962,146191512,-8331904,154523416,29.55,29.55,5.64,276536275,242584866,33951409,20489652,146191512,206346971,218585191,12238220,224181,0,1,10982226,4943807,6038419,1783734,325271,1458463,0,-1999773,6672358,4511640,1886895,0,273823,49642,224181,125238125,148215654,3082496,0.28279283,3.536157547,633939,17424129
6/30/2021,VTB,28,5,4,5,4,6,2,4,7,5,3,0,11.02,25950093,210177428,-25217623,235395051,97.18,97.18,5.5,341509860,292050815,49459046,63775674,210177428,255372554,255372554,0,58009,0,0,18094588,6810073,11284515,1658382,877118,781264,0,-1641383,11100396,6399603,4639347,0,61445,3436,58009,234869210.1,102850278.3,3790371.2,0.417944325,2.392663185,-184119,21982785
9/30/2021,ABB,30,3,2,3,3,3,1,3,4,4,0,5,3.97,24097485,596240505,-11100948,607341453,46.07,46.07,2.61,901862421,850333411,51529010,42090187,596240505,567137765,578182334,11044569,327814,0,1,45057054,32421642,12635412,4837053,313407,4523646,0,-927698,18304065,12291034,5192612,0,820419,492605,327814,582019001,315183201,4660219,0.283686274,3.525020742,5668653,143194062
9/30/2021,ACBA,19,5,4,4,4,5,4,5,6,5,2,0,5.81,20774916,346015787,-11304801,357320588,54.42,54.42,0.85,503477870,428206111,75271759,50000000,346015788,287862176,291397562,3535386,7401824,2,14,34396814,15908923,18487891,4508948,1876459,2632489,9063,-2452557,20331568,2220562,9199675,406572,9317903,1916079,7401824,328702035.1,173099296,1676539,0.452482317,2.210031116,1843677,26465460
9/30/2021,Ameria,14,1,1,2,0,2,1,0,1,0,1,0,3.31,22398313,660116314,-16866832,676983146,75.3,75.3,1.09,1078886597,954787176,124099421,54385935,660116314,561256134,672123260,110867126,14495765,2,17,54095742,24111717,29984025,5199015,1455802,3743213,0,-1264885,38297522,5745297,14645893,0,17906332,3410567,14495765,417918500,651928831,9039266,0.382424047,2.614898325,8313497,61281420
9/30/2021,Ararat,24,4,4,3,2,5,2,1,6,2,0,1,4.67,7032289,145634552,-4860639,150495191,69.12,69.12,0.35,263806294,223151927,40654367,8803655,145634552,110970480,124078259,13107779,2936305,1,10,14143988,7762237,6381751,1573493,897904,675589,0,-521893,7656341,398502,4048423,0,3209416,273111,2936305,130376151,132314005,1116138,0.528767332,1.891190963,1274590,45234073
9/30/2021,Armswiss,1,0,0,0,0,0,0,0,0,0,0,0,5.03,5973298,113558692,-5295790,118854482,88.66,88.66,-0.46,396639807,337845942,58793865,10000200,113558692,124716434,184730347,60013913,6015800,2,13,24727513,16789515,7937998,370911,129542,241369,0,-1036016,8372368,-426650,1433218,0,7365800,1350000,6015800,250534821,139049106,7055880,0.171184305,5.841657037,434370,235712520
9/30/2021,Artsakh,9,0,0,0,0,0,0,0,0,0,0,11,2.79,1001806,34807073,-1096406,35903479,109.44,109.44,-6.18,193563739,144191845,49371894,23261150,34807073,97765451,97765451,0,5983392,4,17,12278398,6115610,6162788,458843,242159,216684,3241,-1036232,5546131,-3312385,1815124,0,7043392,1060000,5983392,,,,0.32727752,3.055510809,-616657,130330727
9/30/2021,ASHB,19,6,4,5,5,6,3,3,4,4,2,0,5.82,35335274,592583929,-14598265,607182194,41.31,41.31,2.27,992403706,895972976,96430729,52227200,592583930,425347186,604393209,179046023,10006187,1,14,56150895,33152491,22998404,5277035,1127572,4149463,0,1483878,33148228,10341046,11092084,0,11715098,1708911,10006187,542186355,439064465,11152886,0.334620722,2.988458079,10149824,137201593
9/30/2021,Byblos,5,0,0,0,0,0,0,0,0,0,0,0,1.93,799666,40674644,-675087,41349731,84.42,84.42,-0.92,97859173,68127907,29731266,26249100,40674644,58453456,58453456,0,929564,1,4,4708374,2554239,2154135,107250,83672,23578,0,-95875,2156766,-282499,1230246,0,1209019,279455,929564,50115301,47724375,19497,0.570412367,1.75311767,2631,22027594
9/30/2021,Converse,16,1,2,1,1,5,3,1,3,1,0,1,7.21,16775544,224980388,-7832409,232812797,46.69,46.69,1.98,369404913,320272280,49132633,19947633,224980388,251159211,268779922,17620711,1509661,1,4,19801891,8919732,10882159,2921182,1426015,1495167,0,744590,13868387,3499958,8236489,0,2131940,622279,1509661,144732844.9,221642947.8,3029120.29,0.593903891,1.683774118,2986228,51252020
9/30/2021,Econom,32,3,1,2,2,5,2,1,3,3,1,1,0.6,1262877,206570497,-3120933,209691430,247.13,247.13,0.37,335889167,292187008,43702159,26107555,206570497,118001775,124090439,6088664,3141317,1,10,20028126,11260327,8767799,2351910,789669,1562241,0,-1978574,9582497,567086,5377970,0,3637441,496124,3141317,218496395,117218307,174465,0.561228456,1.78180559,814698,42790770
9/30/2021,Evoca,11,1,0,0,0,1,0,0,1,0,0,0,1.87,2336835,122615298,-2459241,125074539,105.24,105.24,2.51,223426233,189669570,33756663,20000000,122615298,139636543,145498614,5862071,485944,0,2,11539628,6773777,4765851,1340599,814601,525998,0,-579776,6019703,2250807,3137878,0,631018,145074,485944,113277471,108188631,1960131,0.52126791,1.918399312,1253852,23176319
9/30/2021,HSBC,7,0,0,0,0,0,0,0,0,0,0,0,11.03,17589198,152952231,-6470553,159422784,36.79,36.79,0.58,252241234,205625693,46615541,18434350,152952231,178210940,178210940,0,2920222,2,9,11100931,2207936,8892995,1578176,392526,1185650,0,138477,11100542,678894,6881665,0,3539983,619761,2920222,132219686,115315181,4706367,0.619939549,1.613060502,2207547,32429282
9/30/2021,IDbank,10,1,0,0,0,1,1,0,1,0,0,0,8.11,10203839,116476167,-9399297,125875464,92.12,92.12,0.56,189870772,144448393,45422379,33971850,116476167,97653883,110098685,12444802,1185372,1,4,11710327,4730654,6979673,2194083,845933,1348150,0,-1918714,7087302,489238,5027168,0,1570896,385524,1185372,124040199,65616760,213813,0.709320416,1.409800109,107629,28649356
9/30/2021,Ineco,18,2,0,0,1,2,1,1,1,0,0,0,3.04,6446508,205470325,-6820531,212290856,105.8,105.8,3.01,382088618,325973267,56115351,14545680,205470325,230754650,236282132,5527482,6152006,2,14,26048051,11182996,14865055,2944396,1480804,1463592,0,235051,18558173,4982741,5961525,0,7613907,1461901,6152006,245465036,133000687,3622895,0.321234477,3.112990889,3693118,85812778
9/30/2021,Mellat,1,0,0,0,0,0,0,0,0,0,0,0,3.52,755091,21112513,-356245,21468758,47.18,47.18,1.02,85138332,42668774,42469558,32100000,21112513,4740159,4740159,0,1825188,3,6,3356404,34455,3321949,224533,961,223572,0,-350870,3172394,153445,753867,0,2265082,439894,1825188,48838228,36164064,136040,0.237633472,4.208161382,-149555,34900704
9/30/2021,Uni,31,4,1,3,2,2,2,2,2,3,1,2,18.96,28258137,140582210,-8446251,149028461,29.89,29.89,4.92,246968653,212558773,34409880,20489653,140582211,179547024,191557189,12010165,749375,0,3,15676095,7441969,8234126,2704586,527806,2176780,0,-2903985,9622330,5805752,2902705,0,913873,164498,749375,128930588,113089657,4948408,0.301663422,3.314952782,1388204,16964898
9/30/2021,VTB,28,5,3,5,4,5,3,4,7,5,3,0,6.75,15069410,207124147,-16246675,223370822,107.81,107.81,5.28,373642772,324516985,49125787,63775674,207124147,287859673,287859673,0,215060,0,1,27229000,10441600,16787400,2500462,1387051,1113411,0,-2780885,16388889,9126694,6875072,0,387123,172063,215060,256968225.9,112527536.1,4147010,0.419495916,2.383813434,-398511,21926472
12/31/2021,ABB,30,3,2,3,3,3,1,2,4,4,0,5,2.17,13214714,601368649,-8640587,610009236,65.39,65.39,2.31,883832722,831152682,52680040,42090187,601368649,557427608,568300268,10872660,537224,0,1,59548068,44431084,15116984,5720641,397149,5323492,0,-472090,22893384,14416418,7359744,0,1117222,579998,537224,582330382,296703104,4799236,0.321479079,3.110622325,7776400,155539359
12/31/2021,ACBA,20,5,4,4,4,5,4,5,6,5,2,0,4.55,17160094,369263972,-8161279,377425251,47.56,47.56,-0.18,548178402,459138566,89039836,55000000,369263972,298637377,302098875,3461498,10161756,2,14,46529397,21332504,25196893,6124797,2644989,3479808,12455,-3105712,28261734,-620045,16535067,566568,12913280,2751524,10161756,361419368.8,185404000,1355033,0.58506909,1.709199849,3064841,25213506
12/31/2021,Ameria,15,1,1,2,0,2,1,0,1,0,1,0,3.21,22155726,673086265,-16885854,689972119,76.21,76.21,0.89,1096721050,967789801,128931249,54385935,673086264,600614296,711689239,111074943,19416067,2,16,73137015,32662210,40474806,7144770,2053290,5091480,0,-3216546,50629550,6222649,20535180,0,23871721,4455654,19416067,445854488,643702026,7164536,0.405596736,2.465503075,10154744,65703093
12/31/2021,Ararat,24,4,4,3,2,5,2,1,6,2,0,1,1.57,2365929,147756084,-3195512,150951596,135.06,135.06,1.81,270126961,230565301,39561660,8803655,147756084,116653113,129651600,12998487,1699157,1,4,19091237,10496167,8595070,2196181,1258326,937855,0,-773352,10395947,2732475,5645012,0,2018460,319303,1699157,133775584,135401800,949577,0.543001229,1.841616458,1800877,46921962
12/31/2021,Armswiss,1,0,0,0,0,0,0,0,0,0,0,0,4.26,5207736,116334659,-5972942,122307601,114.69,114.69,0.28,400425154,340977444,59447710,10000200,116334659,124050806,182889881,58839075,7751812,2,13,33253801,22968706,10285095,500747,182667,318080,0,-1245883,11778454,343120,1983522,0,9451812,1700000,7751812,289616697,108304463,2503994,0.168402576,5.938151445,1493359,244018430
12/31/2021,Artsakh,9,0,0,0,0,0,0,0,0,0,0,10,2.86,1129162,38613518,-849794,39463312,75.26,75.26,-3.28,198592270,149821053,48771217,23261150,38613518,100977777,100977777,0,5395264,3,12,16130707,8258499,7872208,636924,320011,316913,3241,-1331724,7235853,-2133479,2730226,0,6639106,1243842,5395264,,,,0.377319163,2.650276207,-636355,127864894
12/31/2021,ASHB,19,6,4,5,5,6,3,3,4,4,2,0,5.59,32728264,571728929,-14217553,585946482,43.44,43.44,2.02,1011208112,911138989,100069124,52227200,571728929,415130748,605265676,190134928,13653953,1,15,74657761,44907438,29750323,6996932,2129984,4866948,0,1883844,42805523,12204810,14270385,0,16330328,2676375,13653953,544456688.4,464114902,2636522,0.333377193,2.999605315,13055200,147022927
12/31/2021,Byblos,5,0,0,0,0,0,0,0,0,0,0,0,1.52,620445,40479645,-430743,40910388,69.42,69.42,-1.33,101174303,71287267,29887036,26249100,40479645,61761731,61761731,0,1183132,1,4,6312968,3439257,2873711,144756,119257,25499,0,-139482,2881623,-543479,1829068,0,1596034,412902,1183132,51725124,49426486,22693,0.634735356,1.575459742,7912,22513858
12/31/2021,Converse,16,1,2,1,1,5,3,1,3,1,0,1,6.4,15355893,234288706,-5544888,239833594,36.11,36.11,1.17,377571800,325970535,51601265,19947633,234288706,261422606,278658297,17235691,4126909,1,8,26602293,12212479,14389814,4162095,2070411,2091684,0,1126772,19286804,2765452,11166321,0,5355031,1228122,4126909,147932631.2,226543080,3096088.76,0.578961709,1.727229944,4896990,51002620
12/31/2021,Econom,32,3,1,2,2,5,2,1,2,3,1,1,0.42,943527,221502527,-3210100,224712627,340.22,340.22,0.73,360379138,317000565,43378573,26107555,221502527,135948859,142056756,6107897,3089986,1,7,27099454,15237944,11861510,3279159,1254288,2024871,0,-2683848,13021856,1522608,7420780,0,4078468,988482,3089986,236481433,122652526,1245179,0.569871146,1.75478265,1160346,42807421
12/31/2021,Evoca,11,1,0,0,0,1,0,0,1,0,0,0,1.12,1584415,139957954,-2112532,142070486,133.33,133.33,1.68,245714992,211939362,33775630,20000000,139957954,153009627,158831724,5822097,1128026,1,3,15796564,9329629,6466935,1991958,1264103,727855,0,-836991,8255229,2088173,4690538,0,1476518,348492,1128026,131465215,112619697,1630080,0.568189931,1.75997487,1788294,27072990
12/31/2021,HSBC,7,0,0,0,0,0,0,0,0,0,0,0,11.86,19172088,153634134,-8055334,161689468,42.02,42.02,1.62,261356274,214381104,46975170,18434350,153634134,198416816,198416816,0,3225050,1,7,15152746,3019564,12133182,2281318,554525,1726793,0,230384,15443945,2557307,9077623,0,3809015,583965,3225050,130763830,125914777,4677667,0.58777877,1.701320379,3310763,35135599
12/31/2021,IDbank,10,1,0,0,0,1,1,0,1,0,0,0,8.02,10477350,123317853,-7326262,130644115,69.92,69.92,0.27,198015500,151628117,46387383,33971850,123317853,106875167,120212744,13337577,2248239,1,5,16005220,6485599,9519621,3270796,1199061,2071735,0,-2426753,10379749,319470,7144461,0,2915818,667579,2248239,133343685,60266853,4404962,0.688307685,1.452838639,860128,27501869
12/31/2021,Ineco,18,2,0,0,1,2,1,1,1,0,0,0,1.98,4501232,221248728,-5792067,227040795,128.68,128.68,2.33,426503916,367378011,59125905,14545680,221248728,253215411,256805012,3589601,9007296,2,16,34610432,15066940,19543492,4222587,2133519,2089068,0,291815,24947497,5170750,8729740,0,11047007,2039711,9007296,283710908,140410904,2382104,0.349924483,2.857759455,5404005,94105069
12/31/2021,Mellat,1,0,0,0,0,0,0,0,0,0,0,0,3.98,947858,23525098,-315145,23840243,33.25,33.25,0.24,83192255,39870153,43322102,32100000,23525098,4834751,4834751,0,2677732,3,6,4608663,51864,4556799,308174,1234,306940,0,-444388,4383522,49313,1023898,0,3310311,632579,2677732,47696767,35314301,181187,0.233578844,4.281209646,-173277,38145095
12/31/2021,Uni,32,3,1,3,2,2,2,2,2,3,1,2,16.64,24480174,139400064,-7700511,147100575,31.46,31.46,5.4,255851233,221157029,34694204,21588653,139400064,191869529,204038318,12168789,400971,0,1,20146879,9958322,10188557,4441491,705643,3735848,0,-4739855,12850050,8385017,3911513,0,553520,152549,400971,125415531,126442995,3992707,0.304396714,3.285186581,2661493,16882118
12/31/2021,VTB,28,5,4,5,4,6,2,4,7,5,3,0,4.45,10004792,211914837,-13153587,225068424,131.47,131.47,4.65,361585152,311082428,50502725,63775674,211914837,288445026,288445026,0,1569296,0,3,36932603,13995394,22937209,3437624,1831908,1605716,0,-4061067,21993477,10668087,9321168,0,2004221,434926,1569296,248675745.6,108896221.9,4013184.12,0.42381512,2.359519406,-943732,21360114
