,level_0,Banks name,level_1,LoanPortfolio(net),TotalAssets,TotalLiabilities,TotalCapital,Liabilitiestocustomers(incl.securities),Bonds Attracted,Netinterestincome,Net non-interest,Profit/(loss)aftertax,NPL (%)_r,"ROA
56,2021-03-31,Evoca,56,0.13789494165051772,0.13706003448204676,0.15670780205004498,0.052704210764292325,0.20452163123745087,0.02501687716636665,0.09301688866918055,0.1827168280587195,0.13283238574971937,0.17845993756503642,0.3333333333333333,0.30000000000000004,0.0774453824834816,-0.02162095774459585,3,2021,2021_3
57,2021-03-31,HSBC,57,0.1863717823198539,0.17587787453061143,0.18615427378903104,0.1821871221204398,0.2776452560590858,0.06439099956678694,0.21125913341907326,0.36889832919031895,0.3634485158985598,0.5900104058272633,0.6666666666666666,0.7000000000000001,0.037982461213088625,0.042567124080369514,3,2021,2021_3
58,2021-03-31,IDbank,58,0.12584905278926742,0.11094002001502196,0.11593125905472007,0.18012805151039485,0.1562364328643666,0.06891592131231496,0.15220712839186934,0.13267539791488886,0.16375220162590431,0.4864724245577523,0.3333333333333333,0.30000000000000004,0.0,-0.031465039183787555,3,2021,2021_3
59,2021-03-31,Ineco,59,0.28894279694352537,0.32362445912152493,0.32859836274845544,0.36421759160543693,0.3744039872468026,0.3454326567165249,0.44826551047442453,0.1408862958977974,0.5646154493420461,0.2601456815816857,0.6666666666666666,0.8,0.5376925486969115,0.12053845793221299,3,2021,2021_3
60,2021-03-31,Mellat,60,0.0,0.0,0.0,0.1352817720854571,0.0,0.08544857210941383,0.03397375542094064,0.04657459280970578,0.170577720023943,0.10561914672216444,1.0,0.35,0.4555667154644501,0.12453326438442604,3,2021,2021_3
61,2021-03-31,Uni,61,0.1908079518519894,0.1783704689459038,0.20162773594582817,0.05148269149029422,0.2580345499644136,0.0,0.24067784930334357,0.09516287611768634,0.06930699223000561,1.0000000000000002,0.0,0.15000000000000002,0.4071000145752765,-0.10895984780849538,3,2021,2021_3
62,2021-03-31,VTB,62,0.28288866160024106,0.29770282204673515,0.3128233864923695,0.23795110490921317,0.4401340145897425,0.020142658014981274,0.503376176116779,0.0600350610321671,0.07174049404389674,0.5124869927159209,0.0,0.15000000000000002,0.18769491190353677,-0.11641164925778001,3,2021,2021_3
63,2021-06-30,ABB,63,0.8821273511791493,0.8724995179778877,0.9343651206502505,0.2868539609235078,0.8961208942666375,0.48354070144158506,0.39753002565154627,0.7754828166144059,0.0,0.21391899600684539,0.0,0.0,0.5027868444122026,-0.16210167371187018,6,2021,2021_6
64,2021-06-30,ACBA,64,0.4774528514017225,0.43375431245006846,0.4402339105469971,0.4473618958141915,0.427838477976893,0.03750522661607619,0.5639815628151348,0.2829574473535036,0.1914452729336246,0.32002281802624066,0.2,0.23809523809523808,0.17223713217902387,-0.08511416774411248,6,2021,2021_6
65,2021-06-30,Ameria,65,1.0,1.0,1.0,1.0,1.0,0.16450797651140764,1.0,0.919312998680606,1.0,0.17056474614945805,0.4,0.8095238095238095,0.28509419932758134,-0.019517744147017218,6,2021,2021_6
66,2021-06-30,Ararat,66,0.18465667137573716,0.19683156305786906,0.21621421066444732,0.11680444227010328,0.18562672346314876,0.09431193065093892,0.15710312932093326,0.3227793474496143,0.21493180041906118,0.22818026240730171,0.4,0.5238095238095237,0.1598587820467401,0.014786387297972839,6,2021,2021_6
67,2021-06-30,Armswiss,67,0.13592366447820586,0.34216215332964317,0.3470611414208643,0.38358961122686897,0.2753318723950473,1.0,0.21077341590569948,0.172706027449697,0.5298387160958651,0.19566457501426127,0.6000000000000001,0.7619047619047619,1.0,0.19556618382901786,6,2021,2021_6
68,2021-06-30,Artsakh,68,0.025470869671897246,0.12241798377386567,0.12600048761335483,0.20646259779461196,0.15682275744319768,0.4760055803944037,0.16111212214282042,0.0,0.4886947395564998,0.1334854535082715,1.0,1.0,0.3016159984285193,0.2130386168640039,6,2021,2021_6
69,2021-06-30,ASHB,69,0.8520913014964766,0.9390300042402223,0.963622067268171,0.7076258106178046,0.8891610751077053,0.46330413260577036,0.7742289237968152,1.0,0.6673275007176249,0.3593839132915002,0.2,0.6666666666666666,0.4010903872861579,-0.04923688330485898,6,2021,2021_6
70,2021-06-30,Byblos,70,0.03507704949935728,0.0151319038251512,0.030382991797912824,0.0,0.08074157319805209,0.024937627982802107,0.0,0.1156217499400601,0.040085340339971215,0.0713063320022818,0.2,0.14285714285714285,0.08242129806404974,-0.035499192379374336,6,2021,2021_6
71,2021-06-30,Converse,71,0.30781123439397484,0.2914218272978094,0.3087459354935471,0.2186347847417811,0.3858122949012607,0.1280862184222637,0.3118710142197762,0.3930125411644429,0.10938579256312314,0.3776383342840844,0.2,0.19047619047619047,0.058715742339447374,-0.0844073793341598,6,2021,2021_6
72,2021-06-30,Econom,72,0.272863768866216,0.2544958075611873,0.2753865143265926,0.15195490861023508,0.17283984496209834,0.09927731809264555,0.23620832008510284,0.17868776848667106,0.22073424315629792,0.0,0.2,0.47619047619047616,0.09274652122983656,-0.010441385143755273,6,2021,2021_6
73,2021-06-30,Evoca,73,0.14798613785956072,0.13544579819718025,0.15660642293179886,0.04641192733713295,0.19915172054585123,0.015565030861319717,0.09707682339038046,0.2391727512110886,0.0022888656961440323,0.10211066742726753,0.0,0.0,0.12143843005000737,-0.0965513317647679,6,2021,2021_6
74,2021-06-30,HSBC,74,0.20425899350213073,0.1599339530851487,0.16953737712998662,0.18021459109148696,0.2575891922793199,0.060735375634285535,0.23245603909407525,0.33986926336827167,0.2160743761968155,0.5573302909298345,0.4,0.42857142857142855,0.04562265981530916,-0.023823716950159307,6,2021,2021_6
75,2021-06-30,IDbank,75,0.13851965717953751,0.10193732727251925,0.10744589648280806,0.16998714413570026,0.1540191622653132,0.04396254612840386,0.1655133740389029,0.12222301594107418,0.06858691274793878,0.5898459783228751,0.2,0.14285714285714285,0.0,-0.07669271182395684,6,2021,2021_6
76,2021-06-30,Ineco,76,0.2878933121316749,0.3004903261006798,0.31381695623941513,0.26543256867431053,0.34442734129277675,0.254491008438935,0.46381321144059073,0.4465677219220675,0.3258988618281319,0.18197375926982318,0.4,0.5238095238095237,0.36702005898969864,0.02553782238035968,6,2021,2021_6
77,2021-06-30,Mellat,77,0.0,0.0,0.0,0.13555304238429333,0.0,0.07105532449219697,0.03845173841462479,0.09192897704718875,0.11744887352767484,0.20422133485453503,0.6000000000000001,0.2857142857142857,0.5321167347037674,0.06553594367913929,6,2021,2021_6
78,2021-06-30,Uni,78,0.19185930678754926,0.20378281708486032,0.23084976442443986,0.047923926686555485,0.3299695270578325,0.0,0.244826449905714,0.2176304967925185,0.017656493989193972,0.9999999999999999,0.0,0.047619047619047616,0.470356128218641,-0.12620640554076373,6,2021,2021_6
79,2021-06-30,VTB,79,0.2885616512546832,0.2720755474745654,0.28745440760262403,0.22086892554389626,0.38677647315618086,0.019107890119119383,0.5232500407729717,0.08747966139635582,2.2603198724034136e-05,0.587564175698802,0.0,0.0,0.22340976154106357,-0.13629000304127495,6,2021,2021_6
80,2021-09-30,ABB,80,0.9000384521969377,0.8218621533895206,0.8854822304089419,0.23098622623277948,0.8592398790750921,0.5770538799274353,0.37661941890535683,0.5837849897287702,0.00789554857410751,0.18355119825708063,0.0,0.0,0.47727638038950687,-0.1482896682177461,9,2021,2021_9
81,2021-09-30,ACBA,81,0.5084528033973307,0.4209713392556213,0.42268343249586143,0.48258327186750666,0.4295245153353081,0.043431612710285825,0.5869141415938043,0.22851793450431948,0.5032499445930716,0.2837690631808279,0.5,0.8125,0.1805633665527932,0.03455476603044944,9,2021,2021_9
82,2021-09-30,Ameria,82,0.9999999999999999,1.0,1.0,1.0,1.0,0.20259201720602016,1.0,0.829440371463991,1.0,0.14760348583877997,0.5,1.0,0.27191722015806014,0.017707119526226875,9,2021,2021_9
83,2021-09-30,Ararat,83,0.19486901142861904,0.1797919737751693,0.19787250493384959,0.11574986286422578,0.17881498620685032,0.1292319191474456,0.15190918828640715,0.17566064529348077,0.19055396774879113,0.22167755991285404,0.25,0.5625,0.10862057639059236,0.003344571215592438,9,2021,2021_9
84,2021-09-30,Armswiss,84,0.1446723460100357,0.3134611510491543,0.32361716127288487,0.3079704059065264,0.26969545337648576,0.9999999999999999,0.20782917215986124,0.09762029023224952,0.4061942320074534,0.24128540305010898,0.5,0.75,1.0,0.1750364039269339,9,2021,2021_9
85,2021-09-30,Artsakh,85,0.021431108826847185,0.10910751829086211,0.11130470646945681,0.20812771003099512,0.13938814432162255,0.5182494235297332,0.14404128079557627,0.0,0.40392487625785983,0.11928104575163401,1.0,1.0,0.3713366037614109,0.2180902757846908,9,2021,2021_9
86,2021-09-30,ASHB,86,0.8943161450772027,0.9129730395051305,0.9355191169578003,0.7068005409240012,0.8985139855976065,0.5496594381263719,0.7489885515178105,1.0,0.6856193024083895,0.2843137254901961,0.25,0.8125,0.35620688926716176,-0.020255709420715834,9,2021,2021_9
87,2021-09-30,Byblos,87,0.030613481436865507,0.012800868638497692,0.027912092272424076,0.0,0.08048345383561038,0.023144004738026358,0.0,0.05752000119630546,0.05003282400973902,0.0724400871459695,0.25,0.1875,0.0774658493217496,-0.023032685482162456,9,2021,2021_9
88,2021-09-30,Converse,88,0.31904016013826497,0.28605492055877957,0.3043502963993484,0.2055923102449126,0.39563447531764817,0.15674283307180362,0.3136204993983088,0.3346390524443409,0.09065385777522889,0.36002178649237476,0.25,0.1875,0.06181923592096611,-0.07646982522570057,9,2021,2021_9
89,2021-09-30,Econom,89,0.29022986046369387,0.25232832481976714,0.2735590395423247,0.14804669011490162,0.17883323659404435,0.11806241258247827,0.23764607046596303,0.1329454814437512,0.20490984163596965,0.0,0.25,0.5625,0.08393896442137133,0.004621186211363328,9,2021,2021_9
90,2021-09-30,Evoca,90,0.15884535403569533,0.13915787918381928,0.16116415991352842,0.0426563070985122,0.21091102664884528,0.028395376110648643,0.09384571767980397,0.17373448204664088,0.018968531315505785,0.06917211328976036,0.0,0.0625,0.1147598424910164,-0.08639967142685552,9,2021,2021_9
91,2021-09-30,HSBC,91,0.20632071013299028,0.16815415723015126,0.17865763769559384,0.17891920213974727,0.2599268407307184,0.07069509537342536,0.2421446868816226,0.2623144925440355,0.1894277628450416,0.568082788671024,0.5,0.5,0.04586348257675521,-0.004856677468372837,9,2021,2021_9
92,2021-09-30,IDbank,92,0.1492380074277524,0.1053913185951575,0.11158597258516884,0.16627550893625082,0.1578681357710914,0.05341524581236362,0.17339407378182237,0.06727230559362897,0.06794566514748397,0.40904139433551195,0.25,0.1875,0.0,-0.05607393538864186,9,2021,2021_9
93,2021-09-30,Ineco,93,0.2885081617847841,0.2988184195722848,0.3106005671838205,0.27958674194700533,0.34694011977986833,0.31473658717076247,0.45673626449835053,0.40029560262076347,0.4157319964245463,0.1328976034858388,0.5,0.8125,0.3843063545755328,0.08284749863588588,9,2021,2021_9
94,2021-09-30,Mellat,94,0.0,0.0,0.0,0.13498506991050108,0.0,0.08199314733579138,0.041962580520440426,0.043384834840650345,0.11274849525986287,0.159041394335512,0.75,0.3125,0.6314195874240098,0.09643784851936663,9,2021,2021_9
95,2021-09-30,Uni,95,0.18696241996219362,0.16284840607998446,0.18625871227625995,0.049578313786043604,0.27992472347602937,0.0,0.21846981788285907,0.18621321116899756,0.03741516962923049,1.0,0.0,0.125,0.4298768448420453,-0.11355199144088575,9,2021,2021_9
96,2021-09-30,VTB,96,0.2910962872347609,0.29031944020551326,0.3090039740257318,0.20551976458583937,0.4242233787097345,0.02268172771267886,0.5258110973489295,0.0202615877927059,0.0,0.33496732026143794,0.0,0.0,0.21977544420405076,-0.12505171471524404,9,2021,2021_9
97,2021-12-31,ABB,97,0.8895906657548079,0.7899533500673752,0.8527489753078275,0.2301295886918704,0.7971449945720652,0.6104582740605562,0.32560948025582764,0.6229140908749324,0.0071655173342274996,0.10789149198520347,0.0,0.0,0.36960269165227094,-0.14491548059702825,12,2021,2021_12
98,2021-12-31,ACBA,98,0.5322653070484431,0.45877941435299824,0.4518369816865867,0.5972363069814084,0.42054500473087464,0.03668012360788882,0.5936843594581487,0.28634848715602024,0.5133176819091526,0.25462392108508014,0.6666666666666666,0.8666666666666667,0.057155703757621024,0.05092494279431583,12,2021,2021_12
99,2021-12-31,Ameria,99,1.0,1.0,1.0,1.0,0.9999999999999999,0.21494130361683428,1.0,0.7928087656972689,1.0000000000000002,0.1720098643649815,0.6666666666666666,1.0,0.22577342535516348,0.03461648524298539,12,2021,2021_12
100,2021-12-31,Ararat,100,0.19125371452508644,0.18443946232430425,0.20550825538721645,0.09767985132054108,0.17658068402898786,0.13225469646614674,0.1521593719544604,0.19605845645939277,0.06827133557464027,0.07090012330456229,0.3333333333333333,0.2,0.08667797226537516,-0.028008381570884373,12,2021,2021_12
101,2021-12-31,Armswiss,101,0.14288040251642692,0.31299840770680815,0.3244971605558674,0.2984593759152794,0.25189785595589226,1.0000000000000002,0.19710553642121326,0.1740912092436766,0.3865792210567856,0.23674475955610358,0.6666666666666666,0.8,1.0,0.19820032588936537,12,2021,2021_12
102,2021-12-31,Artsakh,102,0.023228636141667626,0.11385963138817382,0.1184918330342327,0.19066415318984864,0.13601530107282844,0.48861749591144193,0.13293487862521025,0.02195717501878,0.2626488448967073,0.1504315659679408,1.0,0.7333333333333334,0.2669685749449154,0.16949337825310828,12,2021,2021_12
103,2021-12-31,ASHB,103,0.8439602901938872,0.9156285066375445,0.9389485801684414,0.7085935247928116,0.8494406348029016,0.5729634678580147,0.7147826944933385,1.0,0.6969716061386174,0.3187422934648582,0.3333333333333333,0.9333333333333333,0.344851461403292,0.0067985312553742235,12,2021,2021_12
104,2021-12-31,Byblos,104,0.026101540334229983,0.0177420198505559,0.03385758030634997,0.0,0.08053564201179692,0.024794538356332912,0.0,0.06797975731291502,0.04113368662456397,0.06781750924784218,0.3333333333333333,0.2,0.027338361515381826,-0.015777876309135852,12,2021,2021_12
105,2021-12-31,Converse,105,0.32447076381337925,0.29045010507076907,0.30832452208189476,0.21923773577765715,0.38738318939555205,0.15022037515516234,0.3062704157950719,0.4172262569744606,0.19594631549585656,0.36868064118372385,0.3333333333333333,0.4666666666666667,0.06117551146777256,-0.03273635282260236,12,2021,2021_12
106,2021-12-31,Econom,106,0.30478642975896986,0.27348693433026733,0.29865776912614744,0.1362173174115685,0.1941304855943703,0.11413984303839537,0.23903024632660302,0.15030275166705576,0.14141474752480873,0.0,0.3333333333333333,0.4,0.06731838425986475,-0.011467715187274533,12,2021,2021_12
107,2021-12-31,Evoca,107,0.17924848638619434,0.16035334940829185,0.1854354624033136,0.039261193382393755,0.21786234028975987,0.04486676705396185,0.09556168510518111,0.19515960217536596,0.03823567338287433,0.04315659679408139,0.3333333333333333,0.13333333333333336,0.0684759891415252,-0.042107483649156965,12,2021,2021_12
108,2021-12-31,HSBC,108,0.2003029777794583,0.17578584829452232,0.188066877747587,0.17253036277848965,0.27386409549117835,0.08036355279027337,0.2462553550634629,0.303915684425069,0.14851773559281534,0.7053020961775587,0.3333333333333333,0.4,0.05539897678208888,-0.04522723422783164,12,2021,2021_12
109,2021-12-31,IDbank,109,0.15363103595138408,0.11329056023514358,0.12043926889669652,0.16659577071908283,0.16322736144245856,0.04675496800353085,0.17674777822294802,0.12885697280335384,0.09714744537708356,0.468557336621455,0.3333333333333333,0.26666666666666666,0.0,-0.041691199006794744,12,2021,2021_12
110,2021-12-31,Ineco,110,0.30439570597052024,0.33872906492015353,0.3529485109038234,0.2952102713966741,0.356466946560577,0.3399850526762097,0.4433323284867103,0.4534443770424773,0.4526048672065605,0.09617755856966709,0.6666666666666666,1.0,0.313226942415396,0.11953894478013075,12,2021,2021_12
111,2021-12-31,Mellat,111,0.0,0.0,0.0,0.13564715790108806,0.0,0.0936132880417641,0.044761675158662265,0.055036698513858055,0.11973439418870145,0.21948212083847105,1.0,0.33333333333333337,0.6305850069623886,0.1258548319495899,12,2021,2021_12
112,2021-12-31,Uni,112,0.1783896142301253,0.17035428973678046,0.19536915334289806,0.04853557673278702,0.2818169374062176,0.0,0.19453811119064485,0.25753571772475214,0.0,1.0000000000000002,0.0,0.0,0.40852177345331847,-0.13219388633454168,12,2021,2021_12
113,2021-12-31,VTB,113,0.29002617239278405,0.2746768502023665,0.2922799140901476,0.20814632552030077,0.4012286542912917,0.01971501588878488,0.5335881308775715,0.0,0.061441972209869467,0.24845869297163997,0.0,0.13333333333333336,0.20214437793215528,-0.10173388877939853,12,2021,2021_12
