,level_0,Banks name,level_1,LoanPortfolio(net),TotalAssets,TotalLiabilities,TotalCapital,Liabilitiestocustomers(incl.securities),Bonds Attracted,Index,Month,Year
0,2020-06-30,Artsakh,0,0.17511490167464405,0.16202794340208354,0.16475429920506224,0.2732863260849272,0.2016948153628519,0.5606669746723358,-0.19891583310076522,6,2020
1,2020-06-30,ASHB,1,1.0,1.0,0.9999999999999999,1.0,0.9999999999999999,1.0,1.3310638824508567,6,2020
2,2020-06-30,Byblos,2,0.033414761130045725,0.04175750985046421,0.058030316185790055,0.0,0.09619960073570907,0.41914471709682327,-0.4785330055234838,6,2020
3,2020-06-30,Converse,3,0.3877161610410777,0.3408541920150681,0.34987094924955037,0.34009266152047646,0.45186255657257973,0.24451093359529869,0.095036367388976,6,2020
4,2020-06-30,Econom,4,0.31597467616463415,0.3006570011762615,0.3152000283854765,0.23592481303806123,0.21749531932114521,0.47590138922494013,-0.04775246886808453,6,2020
5,2020-06-30,Evoca,5,0.18305364390984452,0.1621218020492068,0.1819782249641607,0.05331970893205484,0.20555951314715323,0.0,-0.32384342389232423,6,2020
6,2020-06-30,HSBC,6,0.21508669258961058,0.19564728443128276,0.2034256791431059,0.2361410285650789,0.29423487972315265,0.20927237796313053,-0.17758051670161745,6,2020
7,2020-06-30,IDbank,7,0.1351751764173737,0.11850892534827286,0.120144069970165,0.2513813043936006,0.15506588297994153,0.38275802534129827,-0.2948677155295381,6,2020
8,2020-06-30,Ineco,8,0.3899935309774611,0.385030467316928,0.38538137629479935,0.48787440826358064,0.41183988279418837,0.5183073482711538,0.19074027730630094,6,2020
9,2020-06-30,Mellat,9,0.0,0.0,0.0,0.17456400658805948,0.0,0.2768626177767202,-0.5325297115306278,6,2020
10,2020-06-30,Uni,10,0.2515518450843436,0.21876868530180726,0.24059021893396662,0.0748352758106382,0.3019079303687523,0.03748217817876487,-0.20633466424006183,6,2020
11,2020-06-30,VTB,11,0.34610513001114973,0.3419494282674079,0.3482631660359117,0.3757183161830826,0.456834095380895,0.07569636215794967,0.0693022398800087,6,2020
12,2020-09-30,ABB,12,1.0,0.9760993995074024,0.9999999999999998,0.3315577634504365,0.9999999999999999,0.10071860889352703,1.0111240664276553,9,2020
13,2020-09-30,ACBA,13,0.4977609861353021,0.4849594848618771,0.4701698990886311,0.5020327867603878,0.42258692358226474,0.0,0.2460239619526456,9,2020
14,2020-09-30,Ameria,14,0.9950972666475857,0.9999999999999999,0.9600169318581353,1.0,0.8712389309323852,0.320791551866154,1.1797188783701735,9,2020
15,2020-09-30,Ararat,15,0.20594370080247124,0.197488563873966,0.2072827782220526,0.11581973147147229,0.16081246436707733,0.1752094455904099,-0.2668547436331045,9,2020
16,2020-09-30,Armswiss,16,0.1532280551304074,0.3176343696444772,0.2975592801014621,0.4788640467979345,0.29338882574015707,1.0,0.054722462048494055,9,2020
17,2020-09-30,Artsakh,17,0.15792365759366267,0.1477044464558857,0.14531625837592416,0.21810149307067295,0.1658778034553688,0.17008027126997488,-0.2979429508345465,9,2020
18,2020-09-30,ASHB,18,0.953829700080684,0.9661957081167724,0.9500849699864734,0.7386846949072731,0.79819853818232,0.29988253502485573,1.041162118835488,9,2020
19,2020-09-30,Byblos,19,0.033797440090397535,0.03689851948023844,0.050714575950062415,0.0,0.0840167763336215,0.09915467287908437,-0.5285843149173955,9,2020
20,2020-09-30,Converse,20,0.33673656553301257,0.30120220073119097,0.30239068974854283,0.25244498625731504,0.3685900322542314,0.112074722272697,-0.03148731338890793,9,2020
21,2020-09-30,Econom,21,0.28708861498594646,0.2947111667488518,0.3035746432771537,0.17046057540511417,0.18051730903178584,0.1750642661316158,-0.1369115904325193,9,2020
22,2020-09-30,Evoca,22,0.15812280191868458,0.1531916221970638,0.1660422573038549,0.06383708331512333,0.17433251692285426,0.03328562512441963,-0.3471846999228939,9,2020
23,2020-09-30,HSBC,23,0.1968970333240491,0.18709811722676253,0.19087105485573708,0.172962713225441,0.24565283193556603,0.09321801351004257,-0.24382765780249235,9,2020
24,2020-09-30,IDbank,24,0.11596326503628561,0.11997921988196886,0.11936633036045176,0.1869827516589263,0.13293556590198366,0.10413462145893541,-0.36461097250522156,9,2020
25,2020-09-30,Ineco,25,0.32387413077079424,0.36844860375733635,0.36384619815432695,0.34320269755634725,0.345877488767474,0.3329379804772167,0.060301298986085945,9,2020
26,2020-09-30,Mellat,26,0.0,0.0,0.0,0.1250646794617809,0.0,0.11111175247978643,-0.5682472135496753,9,2020
27,2020-09-30,Uni,27,0.21792495990408475,0.1977417052729822,0.2136954494293456,0.05255539243732332,0.2758739666597541,0.024473315730819123,-0.255663424124273,9,2020
28,2020-09-30,VTB,28,0.2937911349691651,0.28940551267783454,0.28870716928736173,0.26639265651207533,0.37930671027928603,0.0336668527786516,-0.06012844301834829,9,2020
29,2020-12-31,ABB,29,0.9092546446711915,0.760179673722646,0.8104240114709361,0.20194011938860496,0.8581706353160161,0.2479262150899273,0.7474629677393162,12,2020
30,2020-12-31,ACBA,30,0.45580331050475836,0.4125764814954756,0.41112350985686874,0.5112009511980979,0.4282229920618236,0.010540093269315251,0.18463775382812095,12,2020
31,2020-12-31,Ameria,31,1.0,0.9999999999999998,0.9999999999999999,1.0,1.0,0.22553017192310038,1.2317622770433412,12,2020
32,2020-12-31,Ararat,32,0.19005597713255856,0.16902187821852016,0.1839474871825048,0.10862230597948769,0.1535758547879231,0.12213512639301695,-0.3047286282025339,12,2020
33,2020-12-31,Armswiss,33,0.15371113440495682,0.30450215575460254,0.3031689550616191,0.4167144296324969,0.2771041101379261,1.0,0.02791986758356984,12,2020
34,2020-12-31,Artsakh,34,0.1457011615836149,0.11097028323017091,0.11674762207398148,0.16632816596259398,0.13950526653865236,0.14915030101098536,-0.3555101229488211,12,2020
35,2020-12-31,ASHB,35,0.8414506093439266,0.8285372945822613,0.840161941759002,0.7154762671547779,0.7295402897705524,0.5148085877197346,0.8970323323613888,12,2020
36,2020-12-31,Byblos,36,0.029386856233351633,0.025144088432961717,0.03877102901023474,0.0,0.07631801030252562,0.051308370910743153,-0.5484592570344057,12,2020
37,2020-12-31,Converse,37,0.3104117783807968,0.25149523223724296,0.2617667162488445,0.23444297091903493,0.348339309758959,0.11257867778063403,-0.08942877389307916,12,2020
38,2020-12-31,Econom,38,0.25685989073987053,0.23999908480812276,0.25654823348619604,0.15063602861700104,0.16154271055327554,0.13507347109872042,-0.2060737704616286,12,2020
39,2020-12-31,Evoca,39,0.13630988226638177,0.12217542491079642,0.13831164405408417,0.05402453778333155,0.16946079637346603,0.017904324651245293,-0.3851333315490879,12,2020
40,2020-12-31,HSBC,40,0.18361601343642475,0.1592186906660141,0.16755768910906782,0.17772287719591845,0.23605438803722695,0.0727437152707845,-0.2736388517902256,12,2020
41,2020-12-31,IDbank,41,0.11091550193126318,0.09800279311191373,0.10133240542868749,0.1839769959606255,0.1065812584293078,0.06151449465431506,-0.39806829612391703,12,2020
42,2020-12-31,Ineco,42,0.29101441974173364,0.3061171101320111,0.3101411628177121,0.355035001822872,0.3225517032742352,0.26390611034612466,-0.011504275807090012,12,2020
43,2020-12-31,Mellat,43,0.0,0.0,0.0,0.13877349991230142,0.0,0.07999363726221716,-0.5682310312321143,12,2020
44,2020-12-31,Uni,44,0.20256404078589815,0.15845118995079835,0.17718742386074318,0.05465654155390498,0.22954306275352718,0.0,-0.31049676801091464,12,2020
45,2020-12-31,VTB,45,0.2721707212485956,0.25279566935783615,0.261767295661386,0.25086600291721867,0.3648061836686444,0.009082641217329879,-0.10621442995791691,12,2020
46,2021-03-31,ABB,46,0.8998384499444883,0.8796430329644569,0.9372060912031185,0.30676439265128247,0.9813473997866188,0.37644481953037584,0.9316471152495246,3,2021
47,2021-03-31,ACBA,47,0.453502450095227,0.44562474671063573,0.4480948274707308,0.4953402147997517,0.44849624288672113,0.07313830815311569,0.2217981762716458,3,2021
48,2021-03-31,Ameria,48,1.0,1.0000000000000002,1.0000000000000002,1.0,1.0,0.23906755593051743,1.2334980244104048,3,2021
49,2021-03-31,Ararat,49,0.19311524129087193,0.20239382469648143,0.22072903845936762,0.12263358308345745,0.19105107632146376,0.14554605628939116,-0.2554932353997978,3,2021
50,2021-03-31,Armswiss,50,0.1520504581293463,0.31796866108927396,0.3192768778800602,0.396845405768763,0.3025719507961729,1.0,0.04224731368525244,3,2021
51,2021-03-31,Artsakh,51,0.09352392471910514,0.11777295773285745,0.12306236567197026,0.18298484389322117,0.14746970448931293,0.31318682074541915,-0.34179661578732523,3,2021
52,2021-03-31,ASHB,52,0.8517396181719624,0.9414695414176308,0.9614134166913214,0.7452610971267999,0.9026017461231597,0.3300570021792026,1.0401520728167015,3,2021
53,2021-03-31,Byblos,53,0.02840849155731167,0.0245138829738661,0.03980246318208133,0.0,0.08911218716785825,0.051745910620037625,-0.5439797832397243,3,2021
54,2021-03-31,Converse,54,0.31333860507804256,0.29873569866850214,0.31461164517893536,0.23111287940991027,0.4179200427023868,0.13449415133956572,-0.022179283570089418,3,2021
55,2021-03-31,Econom,55,0.2697994775752458,0.2704567460308033,0.2914986972662491,0.15378524008967992,0.19256679797264972,0.13854847846207374,-0.1629360861466373,3,2021
56,2021-03-31,Evoca,56,0.13789494165051772,0.13706003448204676,0.15670780205004498,0.052704210764292325,0.20452163123745087,0.02501687716636665,-0.35828966003201335,3,2021
57,2021-03-31,HSBC,57,0.1863717823198539,0.17587787453061143,0.18615427378903104,0.1821871221204398,0.2776452560590858,0.06439099956678694,-0.2434957586969275,3,2021
58,2021-03-31,IDbank,58,0.12584905278926742,0.11094002001502196,0.11593125905472007,0.18012805151039485,0.1562364328643666,0.06891592131231496,-0.36370466861020345,3,2021
59,2021-03-31,Ineco,59,0.28894279694352537,0.32362445912152493,0.32859836274845544,0.36421759160543693,0.3744039872468026,0.3454326567165249,0.03367403570145236,3,2021
60,2021-03-31,Mellat,60,0.0,0.0,0.0,0.1352817720854571,0.0,0.08544857210941383,-0.5685519888858471,3,2021
61,2021-03-31,Uni,61,0.1908079518519894,0.1783704689459038,0.20162773594582817,0.05148269149029422,0.2580345499644136,0.0,-0.28833396482098184,3,2021
62,2021-03-31,VTB,62,0.28288866160024106,0.29770282204673515,0.3128233864923695,0.23795110490921317,0.4401340145897425,0.020142658014981274,-0.0396632749531526,3,2021
63,2021-06-30,ABB,63,0.8821273511791493,0.8724995179778877,0.9343651206502505,0.2868539609235078,0.8961208942666375,0.48354070144158506,0.8978819190181667,6,2021
64,2021-06-30,ACBA,64,0.4774528514017225,0.43375431245006846,0.4402339105469971,0.4473618958141915,0.427838477976893,0.03750522661607619,0.19728947331336277,6,2021
65,2021-06-30,Ameria,65,1.0,1.0,1.0,1.0,1.0,0.16450797651140764,1.223938083317268,6,2021
66,2021-06-30,Ararat,66,0.18465667137573716,0.19683156305786906,0.21621421066444732,0.11680444227010328,0.18562672346314876,0.09431193065093892,-0.2729356913913155,6,2021
67,2021-06-30,Armswiss,67,0.13592366447820586,0.34216215332964317,0.3470611414208643,0.38358961122686897,0.2753318723950473,1.0,0.042511871364495656,6,2021
68,2021-06-30,Artsakh,68,0.025470869671897246,0.12241798377386567,0.12600048761335483,0.20646259779461196,0.15682275744319768,0.4760055803944037,-0.33404393832484186,6,2021
69,2021-06-30,ASHB,69,0.8520913014964766,0.9390300042402223,0.963622067268171,0.7076258106178046,0.8891610751077053,0.46330413260577036,1.04141005647138,6,2021
70,2021-06-30,Byblos,70,0.03507704949935728,0.0151319038251512,0.030382991797912824,0.0,0.08074157319805209,0.024937627982802107,-0.5552047889266466,6,2021
71,2021-06-30,Converse,71,0.30781123439397484,0.2914218272978094,0.3087459354935471,0.2186347847417811,0.3858122949012607,0.1280862184222637,-0.045577790436025195,6,2021
72,2021-06-30,Econom,72,0.272863768866216,0.2544958075611873,0.2753865143265926,0.15195490861023508,0.17283984496209834,0.09927731809264555,-0.18698495255874503,6,2021
73,2021-06-30,Evoca,73,0.14798613785956072,0.13544579819718025,0.15660642293179886,0.04641192733713295,0.19915172054585123,0.015565030861319717,-0.3600520965711207,6,2021
74,2021-06-30,HSBC,74,0.20425899350213073,0.1599339530851487,0.16953737712998662,0.18021459109148696,0.2575891922793199,0.060735375634285535,-0.2575936167114482,6,2021
75,2021-06-30,IDbank,75,0.13851965717953751,0.10193732727251925,0.10744589648280806,0.16998714413570026,0.1540191622653132,0.04396254612840386,-0.37258660392204707,6,2021
76,2021-06-30,Ineco,76,0.2878933121316749,0.3004903261006798,0.31381695623941513,0.26543256867431053,0.34442734129277675,0.254491008438935,-0.03291564246946877,6,2021
77,2021-06-30,Mellat,77,0.0,0.0,0.0,0.13555304238429333,0.0,0.07105532449219697,-0.5703182011164728,6,2021
78,2021-06-30,Uni,78,0.19185930678754926,0.20378281708486032,0.23084976442443986,0.047923926686555485,0.3299695270578325,0.0,-0.24155311879164787,6,2021
79,2021-06-30,VTB,79,0.2885616512546832,0.2720755474745654,0.28745440760262403,0.22086892554389626,0.38677647315618086,0.019107890119119383,-0.08184135598832612,6,2021
80,2021-09-30,ABB,80,0.9000384521969377,0.8218621533895206,0.8854822304089419,0.23098622623277948,0.8592398790750921,0.5770538799274353,0.848293138774332,9,2021
81,2021-09-30,ACBA,81,0.5084528033973307,0.4209713392556213,0.42268343249586143,0.48258327186750666,0.4295245153353081,0.043431612710285825,0.20912047393065983,9,2021
82,2021-09-30,Ameria,82,0.9999999999999999,1.0,1.0,1.0,1.0,0.20259201720602016,1.2288211739739705,9,2021
83,2021-09-30,Ararat,83,0.19486901142861904,0.1797919737751693,0.19787250493384959,0.11574986286422578,0.17881498620685032,0.1292319191474456,-0.28108171309018654,9,2021
84,2021-09-30,Armswiss,84,0.1446723460100357,0.3134611510491543,0.32361716127288487,0.3079704059065264,0.26969545337648576,0.9999999999999999,0.001429089626550975,9,2021
85,2021-09-30,Artsakh,85,0.021431108826847185,0.10910751829086211,0.11130470646945681,0.20812771003099512,0.13938814432162255,0.5182494235297332,-0.3469521348751875,9,2021
86,2021-09-30,ASHB,86,0.8943161450772027,0.9129730395051305,0.9355191169578003,0.7068005409240012,0.8985139855976065,0.5496594381263719,1.0508599524010946,9,2021
87,2021-09-30,Byblos,87,0.030613481436865507,0.012800868638497692,0.027912092272424076,0.0,0.08048345383561038,0.023144004738026358,-0.5591278827892642,9,2021
88,2021-09-30,Converse,88,0.31904016013826497,0.28605492055877957,0.3043502963993484,0.2055923102449126,0.39563447531764817,0.15674283307180362,-0.041609375794685606,9,2021
89,2021-09-30,Econom,89,0.29022986046369387,0.25232832481976714,0.2735590395423247,0.14804669011490162,0.17883323659404435,0.11806241258247827,-0.17837991026925518,9,2021
90,2021-09-30,Evoca,90,0.15884535403569533,0.13915787918381928,0.16116415991352842,0.0426563070985122,0.21091102664884528,0.028395376110648643,-0.3478091197946342,9,2021
91,2021-09-30,HSBC,91,0.20632071013299028,0.16815415723015126,0.17865763769559384,0.17891920213974727,0.2599268407307184,0.07069509537342536,-0.2482878194520685,9,2021
92,2021-09-30,IDbank,92,0.1492380074277524,0.1053913185951575,0.11158597258516884,0.16627550893625082,0.1578681357710914,0.05341524581236362,-0.36395328796848375,9,2021
93,2021-09-30,Ineco,93,0.2885081617847841,0.2988184195722848,0.3106005671838205,0.27958674194700533,0.34694011977986833,0.31473658717076247,-0.021811773923363507,9,2021
94,2021-09-30,Mellat,94,0.0,0.0,0.0,0.13498506991050108,0.0,0.08199314733579138,-0.5690817442430534,9,2021
95,2021-09-30,Uni,95,0.18696241996219362,0.16284840607998446,0.18625871227625995,0.049578313786043604,0.27992472347602937,0.0,-0.2944755129261989,9,2021
96,2021-09-30,VTB,96,0.2910962872347609,0.29031944020551326,0.3090039740257318,0.20551976458583937,0.4242233787097345,0.02268172771267886,-0.05577867335628002,9,2021
97,2021-12-31,ABB,97,0.8895906657548079,0.7899533500673752,0.8527489753078275,0.2301295886918704,0.7971449945720652,0.6104582740605562,0.800541821609621,12,2021
98,2021-12-31,ACBA,98,0.5322653070484431,0.45877941435299824,0.4518369816865867,0.5972363069814084,0.42054500473087464,0.03668012360788882,0.2738125426196551,12,2021
99,2021-12-31,Ameria,99,1.0,1.0,1.0,1.0,0.9999999999999999,0.21494130361683428,1.2304045848723344,12,2021
100,2021-12-31,Ararat,100,0.19125371452508644,0.18443946232430425,0.20550825538721645,0.09767985132054108,0.17658068402898786,0.13225469646614674,-0.28339353914959015,12,2021
101,2021-12-31,Armswiss,101,0.14288040251642692,0.31299840770680815,0.3244971605558674,0.2984593759152794,0.25189785595589226,1.0000000000000002,-0.008340201495506678,12,2021
102,2021-12-31,Artsakh,102,0.023228636141667626,0.11385963138817382,0.1184918330342327,0.19066415318984864,0.13601530107282844,0.48861749591144193,-0.351726946455231,12,2021
103,2021-12-31,ASHB,103,0.8439602901938872,0.9156285066375445,0.9389485801684414,0.7085935247928116,0.8494406348029016,0.5729634678580147,1.0194456323737393,12,2021
104,2021-12-31,Byblos,104,0.026101540334229983,0.0177420198505559,0.03385758030634997,0.0,0.08053564201179692,0.024794538356332912,-0.556398266326062,12,2021
105,2021-12-31,Converse,105,0.32447076381337925,0.29045010507076907,0.30832452208189476,0.21923773577765715,0.38738318939555205,0.15022037515516234,-0.036089265714673455,12,2021
106,2021-12-31,Econom,106,0.30478642975896986,0.27348693433026733,0.29865776912614744,0.1362173174115685,0.1941304855943703,0.11413984303839537,-0.15311723858736834,12,2021
107,2021-12-31,Evoca,107,0.17924848638619434,0.16035334940829185,0.1854354624033136,0.039261193382393755,0.21786234028975987,0.04486676705396185,-0.318542795832484,12,2021
108,2021-12-31,HSBC,108,0.2003029777794583,0.17578584829452232,0.188066877747587,0.17253036277848965,0.27386409549117835,0.08036355279027337,-0.2395398347504855,12,2021
109,2021-12-31,IDbank,109,0.15363103595138408,0.11329056023514358,0.12043926889669652,0.16659577071908283,0.16322736144245856,0.04675496800353085,-0.3545365645071424,12,2021
110,2021-12-31,Ineco,110,0.30439570597052024,0.33872906492015353,0.3529485109038234,0.2952102713966741,0.356466946560577,0.3399850526762097,0.027667967496031957,12,2021
111,2021-12-31,Mellat,111,0.0,0.0,0.0,0.13564715790108806,0.0,0.0936132880417641,-0.5673983424574778,12,2021
112,2021-12-31,Uni,112,0.1783896142301253,0.17035428973678046,0.19536915334289806,0.04853557673278702,0.2818169374062176,0.0,-0.2909315318937411,12,2021
113,2021-12-31,VTB,113,0.29002617239278405,0.2746768502023665,0.2922799140901476,0.20814632552030077,0.4012286542912917,0.01971501588878488,-0.07677147796922475,12,2021
